#  PROBE RESULTS (THIS IS A MAGIC LINE)
# ---------------------------------------------------------------------------
# Evaluation: PDF
# ---------------------------------------------------------------------------
#  Name: ip.endToEnd.window.incoming.compoundThroughput_PDF
#  Description: No descripton available
# ---------------------------------------------------------------------------
#  No active probe
# ---------------------------------------------------------------------------
#  Common Statistics 
#  Minimum: 476.0000000
#  Maximum: 894.0000000
#  Trials: 38
#  Mean: 701.5263158
# 
#  Variance: 8023.8776671
#  Relative variance: 0.0163041
#  Coefficient of variation: 0.1276874
#  Standard deviation: 89.5760999
#  Relative standard deviation: 0.1276874
# 
#  Skewness: 0.0210118
# 
#  2nd moment: 499951.8947368
#  3rd moment: 361706174.5263158
# 
#  Sum of all values: 26658.0000000
#  (Sum of all values)^2: 18998172.0000000
#  (Sum of all values)^3: 13744834632.0000000
# -----------------------------------------------------------
# PDF statistics 
#  Left border of x-axis: 0
#  Right border of x-axis: 10000
#  Resolution of x-axis: 1000
# -----------------------------------------------------------
# PDF data 
#  Underflows: 0
#  Underflows in percent: 0
#  Overflows: 0
#  Overflows in percent: 0
# -----------------------------------------------------------
# 
# x             F(x)            G(x)            P(x)
# 
0.0000000           0.0000000       1.0000000       0.0000000
10.0000000          0.0000000       1.0000000       0.0000000
20.0000000          0.0000000       1.0000000       0.0000000
30.0000000          0.0000000       1.0000000       0.0000000
40.0000000          0.0000000       1.0000000       0.0000000
50.0000000          0.0000000       1.0000000       0.0000000
60.0000000          0.0000000       1.0000000       0.0000000
70.0000000          0.0000000       1.0000000       0.0000000
80.0000000          0.0000000       1.0000000       0.0000000
90.0000000          0.0000000       1.0000000       0.0000000
100.0000000         0.0000000       1.0000000       0.0000000
110.0000000         0.0000000       1.0000000       0.0000000
120.0000000         0.0000000       1.0000000       0.0000000
130.0000000         0.0000000       1.0000000       0.0000000
140.0000000         0.0000000       1.0000000       0.0000000
150.0000000         0.0000000       1.0000000       0.0000000
160.0000000         0.0000000       1.0000000       0.0000000
170.0000000         0.0000000       1.0000000       0.0000000
180.0000000         0.0000000       1.0000000       0.0000000
190.0000000         0.0000000       1.0000000       0.0000000
200.0000000         0.0000000       1.0000000       0.0000000
210.0000000         0.0000000       1.0000000       0.0000000
220.0000000         0.0000000       1.0000000       0.0000000
230.0000000         0.0000000       1.0000000       0.0000000
240.0000000         0.0000000       1.0000000       0.0000000
250.0000000         0.0000000       1.0000000       0.0000000
260.0000000         0.0000000       1.0000000       0.0000000
270.0000000         0.0000000       1.0000000       0.0000000
280.0000000         0.0000000       1.0000000       0.0000000
290.0000000         0.0000000       1.0000000       0.0000000
300.0000000         0.0000000       1.0000000       0.0000000
310.0000000         0.0000000       1.0000000       0.0000000
320.0000000         0.0000000       1.0000000       0.0000000
330.0000000         0.0000000       1.0000000       0.0000000
340.0000000         0.0000000       1.0000000       0.0000000
350.0000000         0.0000000       1.0000000       0.0000000
360.0000000         0.0000000       1.0000000       0.0000000
370.0000000         0.0000000       1.0000000       0.0000000
380.0000000         0.0000000       1.0000000       0.0000000
390.0000000         0.0000000       1.0000000       0.0000000
400.0000000         0.0000000       1.0000000       0.0000000
410.0000000         0.0000000       1.0000000       0.0000000
420.0000000         0.0000000       1.0000000       0.0000000
430.0000000         0.0000000       1.0000000       0.0000000
440.0000000         0.0000000       1.0000000       0.0000000
450.0000000         0.0000000       1.0000000       0.0000000
460.0000000         0.0000000       1.0000000       0.0000000
470.0000000         0.0263158       0.9736842       0.0263158
480.0000000         0.0263158       0.9736842       0.0000000
490.0000000         0.0263158       0.9736842       0.0000000
500.0000000         0.0263158       0.9736842       0.0000000
510.0000000         0.0263158       0.9736842       0.0000000
520.0000000         0.0263158       0.9736842       0.0000000
530.0000000         0.0263158       0.9736842       0.0000000
540.0000000         0.0263158       0.9736842       0.0000000
550.0000000         0.0263158       0.9736842       0.0000000
560.0000000         0.0263158       0.9736842       0.0000000
570.0000000         0.0263158       0.9736842       0.0000000
580.0000000         0.0789474       0.9210526       0.0526316
590.0000000         0.1052632       0.8947368       0.0263158
600.0000000         0.1578947       0.8421053       0.0526316
610.0000000         0.1842105       0.8157895       0.0263158
620.0000000         0.1842105       0.8157895       0.0000000
630.0000000         0.2631579       0.7368421       0.0789474
640.0000000         0.2894737       0.7105263       0.0263158
650.0000000         0.3684211       0.6315789       0.0789474
660.0000000         0.3684211       0.6315789       0.0000000
670.0000000         0.4210526       0.5789474       0.0526316
680.0000000         0.4736842       0.5263158       0.0526316
690.0000000         0.5263158       0.4736842       0.0526316
700.0000000         0.5263158       0.4736842       0.0000000
710.0000000         0.5789474       0.4210526       0.0526316
720.0000000         0.5789474       0.4210526       0.0000000
730.0000000         0.6315789       0.3684211       0.0526316
740.0000000         0.7105263       0.2894737       0.0789474
750.0000000         0.7368421       0.2631579       0.0263158
760.0000000         0.7894737       0.2105263       0.0526316
770.0000000         0.7894737       0.2105263       0.0000000
780.0000000         0.8684211       0.1315789       0.0789474
790.0000000         0.8684211       0.1315789       0.0000000
800.0000000         0.8947368       0.1052632       0.0263158
810.0000000         0.9210526       0.0789474       0.0263158
820.0000000         0.9210526       0.0789474       0.0000000
830.0000000         0.9210526       0.0789474       0.0000000
840.0000000         0.9210526       0.0789474       0.0000000
850.0000000         0.9473684       0.0526316       0.0263158
860.0000000         0.9473684       0.0526316       0.0000000
870.0000000         0.9736842       0.0263158       0.0263158
880.0000000         0.9736842       0.0263158       0.0000000
890.0000000         1.0000000       0.0000000       0.0263158
900.0000000         1.0000000       0.0000000       0.0000000
910.0000000         1.0000000       0.0000000       0.0000000
920.0000000         1.0000000       0.0000000       0.0000000
930.0000000         1.0000000       0.0000000       0.0000000
940.0000000         1.0000000       0.0000000       0.0000000
950.0000000         1.0000000       0.0000000       0.0000000
960.0000000         1.0000000       0.0000000       0.0000000
970.0000000         1.0000000       0.0000000       0.0000000
980.0000000         1.0000000       0.0000000       0.0000000
990.0000000         1.0000000       0.0000000       0.0000000
1000.0000000        1.0000000       0.0000000       0.0000000
1010.0000000        1.0000000       0.0000000       0.0000000
1020.0000000        1.0000000       0.0000000       0.0000000
1030.0000000        1.0000000       0.0000000       0.0000000
1040.0000000        1.0000000       0.0000000       0.0000000
1050.0000000        1.0000000       0.0000000       0.0000000
1060.0000000        1.0000000       0.0000000       0.0000000
1070.0000000        1.0000000       0.0000000       0.0000000
1080.0000000        1.0000000       0.0000000       0.0000000
1090.0000000        1.0000000       0.0000000       0.0000000
1100.0000000        1.0000000       0.0000000       0.0000000
1110.0000000        1.0000000       0.0000000       0.0000000
1120.0000000        1.0000000       0.0000000       0.0000000
1130.0000000        1.0000000       0.0000000       0.0000000
1140.0000000        1.0000000       0.0000000       0.0000000
1150.0000000        1.0000000       0.0000000       0.0000000
1160.0000000        1.0000000       0.0000000       0.0000000
1170.0000000        1.0000000       0.0000000       0.0000000
1180.0000000        1.0000000       0.0000000       0.0000000
1190.0000000        1.0000000       0.0000000       0.0000000
1200.0000000        1.0000000       0.0000000       0.0000000
1210.0000000        1.0000000       0.0000000       0.0000000
1220.0000000        1.0000000       0.0000000       0.0000000
1230.0000000        1.0000000       0.0000000       0.0000000
1240.0000000        1.0000000       0.0000000       0.0000000
1250.0000000        1.0000000       0.0000000       0.0000000
1260.0000000        1.0000000       0.0000000       0.0000000
1270.0000000        1.0000000       0.0000000       0.0000000
1280.0000000        1.0000000       0.0000000       0.0000000
1290.0000000        1.0000000       0.0000000       0.0000000
1300.0000000        1.0000000       0.0000000       0.0000000
1310.0000000        1.0000000       0.0000000       0.0000000
1320.0000000        1.0000000       0.0000000       0.0000000
1330.0000000        1.0000000       0.0000000       0.0000000
1340.0000000        1.0000000       0.0000000       0.0000000
1350.0000000        1.0000000       0.0000000       0.0000000
1360.0000000        1.0000000       0.0000000       0.0000000
1370.0000000        1.0000000       0.0000000       0.0000000
1380.0000000        1.0000000       0.0000000       0.0000000
1390.0000000        1.0000000       0.0000000       0.0000000
1400.0000000        1.0000000       0.0000000       0.0000000
1410.0000000        1.0000000       0.0000000       0.0000000
1420.0000000        1.0000000       0.0000000       0.0000000
1430.0000000        1.0000000       0.0000000       0.0000000
1440.0000000        1.0000000       0.0000000       0.0000000
1450.0000000        1.0000000       0.0000000       0.0000000
1460.0000000        1.0000000       0.0000000       0.0000000
1470.0000000        1.0000000       0.0000000       0.0000000
1480.0000000        1.0000000       0.0000000       0.0000000
1490.0000000        1.0000000       0.0000000       0.0000000
1500.0000000        1.0000000       0.0000000       0.0000000
1510.0000000        1.0000000       0.0000000       0.0000000
1520.0000000        1.0000000       0.0000000       0.0000000
1530.0000000        1.0000000       0.0000000       0.0000000
1540.0000000        1.0000000       0.0000000       0.0000000
1550.0000000        1.0000000       0.0000000       0.0000000
